"","scientificName","eventDate","author","provenance","url","geometry"
"10999","Micropterus dolomieu","2020-05-27","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/47586527",c(-189173.016733477, -66182.5423548925)
"11000","Micropterus dolomieu","2020-05-24","keelercolton","iNaturalist (research)","https://www.inaturalist.org/observations/47495850",c(-101158.683798041, -31161.2775459847)
"11001","Micropterus dolomieu","2020-05-24","cjkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/47154770",c(-31454.9493606208, -67800.9197098089)
"11002","Micropterus dolomieu","2020-05-20","mgregoire","iNaturalist (research)","https://www.inaturalist.org/observations/46719570",c(-102424.97379041, -29971.6313893301)
"11003","Micropterus dolomieu","2019-05-24","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46646334",c(-233519.196945479, -152859.763545942)
"11004","Micropterus dolomieu","2019-07-19","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46645394",c(-130327.068390669, -81361.6097830634)
"11005","Micropterus dolomieu","2019-05-08","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46645183",c(-227371.523682447, -148502.682527007)
"11006","Micropterus dolomieu","2019-07-06","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46644992",c(-122034.650884924, -89927.3329789991)
"11007","Micropterus dolomieu","2019-06-08","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46644774",c(-233673.929646579, -152706.471615114)
"11008","Micropterus dolomieu","2019-06-07","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46644629",c(-232455.373968082, -151873.061265679)
"11009","Micropterus dolomieu","2020-05-17","jtrimm","iNaturalist (research)","https://www.inaturalist.org/observations/46604024",c(-123426.350401384, -77875.3624074869)
"11010","Micropterus dolomieu","2020-04-26","hirtlecw","iNaturalist (needs_id)","https://www.inaturalist.org/observations/43686999",c(-134005.232264389, -31603.3346252865)
"11011","Micropterus dolomieu","2019-06-20","kcasey902","iNaturalist (research)","https://www.inaturalist.org/observations/41125160",c(-38294.1952950957, -58908.6618103608)
"11012","Micropterus dolomieu","2019-09-02","hudsonsam","iNaturalist (research)","https://www.inaturalist.org/observations/38798531",c(-107790.119430081, -21133.9869287424)
"11013","Micropterus dolomieu","2018-05-18","sealogr","iNaturalist (research)","https://www.inaturalist.org/observations/38101286",c(-41400.3511583841, -48219.9257782882)
"11014","Micropterus dolomieu","2018-05-18","sealogr","iNaturalist (research)","https://www.inaturalist.org/observations/38101285",c(-41401.6264715486, -48220.5133596661)
"11015","Micropterus dolomieu","2018-05-18","sealogr","iNaturalist (needs_id)","https://www.inaturalist.org/observations/38101284",c(-41402.50532575, -48225.3056238202)
"11016","Micropterus dolomieu","2019-05-19","sabine99","iNaturalist (research)","https://www.inaturalist.org/observations/36502342",c(-219661.891115503, -101651.098564101)
"11017","Micropterus dolomieu","2016-09-17","adamaulenback","iNaturalist (research)","https://www.inaturalist.org/observations/34607470",c(-115247.740889226, -98826.448970489)
"11018","Micropterus dolomieu","2019-10-13","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/34333297",c(-77689.9694191374, -43904.819200558)
"11019","Micropterus dolomieu","2019-10-13","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/34333241",c(-77666.8011906552, -43876.0535403815)
"11020","Micropterus dolomieu","2019-09-15","keelercolton","iNaturalist (research)","https://www.inaturalist.org/observations/32924613",c(-96160.9389911523, -23403.1971418495)
"11021","Micropterus dolomieu","2019-08-24","exportj","iNaturalist (research)","https://www.inaturalist.org/observations/32193950",c(-185528.283574253, -172375.71366736)
"11022","Micropterus dolomieu","2019-07-25","devjohnstone","iNaturalist (research)","https://www.inaturalist.org/observations/31136193",c(-128116.249188614, -64202.2916258152)
"11023","Micropterus dolomieu","2019-08-12","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/30723643",c(-120364.139462402, -35188.285525037)
"11024","Micropterus dolomieu","2019-08-12","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/30723536",c(-120860.32528638, -35908.6953758641)
"11025","Micropterus dolomieu","2019-08-10","kjabut","iNaturalist (research)","https://www.inaturalist.org/observations/30623277",c(-41630.6613676433, -57705.9555961815)
"11026","Micropterus dolomieu","2019-08-03","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/30139023",c(-121065.424870571, -34475.1664599747)
"11027","Micropterus dolomieu","2019-08-03","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/30138756",c(-123440.636682226, -37699.6846002965)
"11028","Micropterus dolomieu","2019-07-06","chris1323","iNaturalist (research)","https://www.inaturalist.org/observations/29022005",c(-226594.248362754, -112861.991788197)
"11029","Micropterus dolomieu","2019-07-15","bert_raccoon","iNaturalist (research)","https://www.inaturalist.org/observations/28894941",c(-111796.172624993, -39621.9391761699)
"11030","Micropterus dolomieu","2019-02-22","sophbaljet","iNaturalist (casual)","https://www.inaturalist.org/observations/20551858",c(-40140.0484595401, -72025.5513416375)
"11031","Micropterus dolomieu","2017-09-30","drhodenizer","iNaturalist (research)","https://www.inaturalist.org/observations/19625894",c(-147490.755424713, -91621.0067296781)
"11032","Micropterus dolomieu","2018-05-28","joshuahatt","iNaturalist (research)","https://www.inaturalist.org/observations/15354742",c(-40225.405422307, -58547.7630018738)
"11033","Micropterus dolomieu","2012-08-12","adamaulenback","iNaturalist (research)","https://www.inaturalist.org/observations/15326034",c(-117858.674867382, -112517.170146447)
"11034","Micropterus dolomieu","2012-08-12","adamaulenback","iNaturalist (research)","https://www.inaturalist.org/observations/15326032",c(-117797.785593045, -112606.303383222)
"11035","Micropterus dolomieu","2018-08-10","katroma","iNaturalist (research)","https://www.inaturalist.org/observations/15290959",c(-43919.1893343549, -74923.4340303553)
"11036","Micropterus dolomieu","2018-07-15","mncrowley","iNaturalist (research)","https://www.inaturalist.org/observations/14401201",c(-133689.377626349, -97062.3047366753)
"11037","Micropterus dolomieu","2017-09-17","isabelle9","iNaturalist (research)","https://www.inaturalist.org/observations/7970246",c(-46423.6730728135, -67840.7735177592)
"11038","Micropterus dolomieu","2017-09-17","isabelle9","iNaturalist (research)","https://www.inaturalist.org/observations/7968759",c(-46009.8430522679, -67971.5287025465)
"11039","Micropterus dolomieu","2017-07-28","ingram_family","iNaturalist (research)","http://inaturalist.ca/observations/7336640",c(-189969.120287993, -67667.6989067037)
"11040","Micropterus dolomieu","2017-05-20","mark157","iNaturalist (research)","http://inaturalist.ca/observations/6286464",c(-113116.337961131, -33451.3293551284)
"11041","Diplosoma listerianum","2022-05-15","ianmanning","iNaturalist (needs_id)","https://www.inaturalist.org/observations/117230134",c(-136813.514366867, -15798.2400107794)
"11042","Diplosoma listerianum","2021-05-30","glenysg","iNaturalist (needs_id)","https://www.inaturalist.org/observations/80948581",c(-113619.678443291, -7753.00919514582)
"11043","Diplosoma listerianum","2021-02-21","glenysg","iNaturalist (needs_id)","https://www.inaturalist.org/observations/69944575",c(-129370.284533811, -13030.3171953135)
"11044","Diplosoma listerianum","2020-10-18","ipat","iNaturalist (needs_id)","https://www.inaturalist.org/observations/66115690",c(-98637.4038584767, -14740.1078615888)
"11045","Ascidiella aspersa","2023-10-28","balanomorph","iNaturalist (research)","https://www.inaturalist.org/observations/189267133",c(-37668.8873184806, -75358.6562689765)
"11046","Ascidiella aspersa","2023-10-26","teah_burke12","iNaturalist (needs_id)","https://www.inaturalist.org/observations/189054503",c(-86362.9458845761, -91651.1579624121)
"11047","Ascidiella aspersa","2023-10-16","balanomorph","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187836158",c(-40228.5451531242, -68938.9802186484)
"11048","Ascidiella aspersa","2023-09-02","hunterefs","iNaturalist (research)","https://www.inaturalist.org/observations/181490614",c(-61324.938748831, -89864.880476448)
"11049","Ascidiella aspersa","2023-08-23","hunterefs","iNaturalist (research)","https://www.inaturalist.org/observations/180752459",c(-101533.694965268, -116060.642629045)
"11050","Ascidiella aspersa","2023-08-23","hunterefs","iNaturalist (research)","https://www.inaturalist.org/observations/180709741",c(-101530.235850809, -116156.936332497)
"11051","Ascidiella aspersa","2022-10-28","perisoreus","iNaturalist (research)","https://www.inaturalist.org/observations/140284073",c(-93652.367486934, -100718.156278247)
"11052","Ascidiella aspersa","2022-10-26","b_eddy","iNaturalist (research)","https://www.inaturalist.org/observations/140102598",c(-64993.040841195, -88949.071700624)
"11053","Ascidiella aspersa","2022-09-12","oscar_notman","iNaturalist (needs_id)","https://www.inaturalist.org/observations/134738484",c(-39552.1919589009, -73954.0661118686)
"11054","Ascidiella aspersa","2022-08-06","hhaughn","iNaturalist (research)","https://www.inaturalist.org/observations/129762641",c(-91948.9516440013, -99751.4837292628)
"11055","Ascidiella aspersa","2021-12-04","resto_del_mundo","iNaturalist (needs_id)","https://www.inaturalist.org/observations/102541441",c(-39256.5335566479, -74442.7832920588)
"11056","Ascidiella aspersa","2021-11-28","robinbanks","iNaturalist (research)","https://www.inaturalist.org/observations/102207234",c(-95716.6205032287, -110755.48085537)
"11057","Ascidiella aspersa","2021-09-24","hcray","iNaturalist (needs_id)","https://www.inaturalist.org/observations/96001069",c(-39555.9131287903, -73955.2481175661)
"11058","Ascidiella aspersa","2020-11-15","novad","iNaturalist (research)","https://www.inaturalist.org/observations/84915783",c(-40795.2396607588, -73523.0533200587)
"11059","Ascidiella aspersa","2013-09-19","kevinckma","iNaturalist (research)","https://www.inaturalist.org/observations/11269184",c(-97283.2166268242, -98046.6064741389)
"11060","Ascidiella aspersa","2013-09-19","kevinckma","iNaturalist (needs_id)","https://www.inaturalist.org/observations/11268081",c(-96275.9379294154, -102039.458420405)
"11061","Caprella mutica","2024-02-10","ipat","iNaturalist (needs_id)","https://www.inaturalist.org/observations/199146903",c(-125176.431989319, -144303.669678197)
"11062","Caprella mutica","2023-10-05","imbroglio888","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187384012",c(-39145.8715109149, -73608.9191903794)
"11063","Caprella mutica","2023-09-26","meganb","iNaturalist (research)","https://www.inaturalist.org/observations/185026401",c(206540.613601321, 193491.042563581)
"11064","Caprella mutica","2023-09-13","ncneil","iNaturalist (research)","https://www.inaturalist.org/observations/183152881",c(-129970.761234796, 155960.217233666)
"11065","Caprella mutica","2023-06-10","jfbuller","iNaturalist (needs_id)","https://www.inaturalist.org/observations/167376986",c(-82096.6255160272, -110847.555259994)
"11066","Caprella mutica","2023-02-09","naomimartineau","iNaturalist (casual)","https://www.inaturalist.org/observations/148406995",c(-39166.1019747185, -73587.8722954905)
"11067","Caprella mutica","2022-09-09","spitefire_4","iNaturalist (casual)","https://www.inaturalist.org/observations/135048815",c(-65306.3032447057, -88638.7316387997)
"11068","Caprella mutica","2021-09-24","hcray","iNaturalist (needs_id)","https://www.inaturalist.org/observations/95995909",c(-39559.0687958402, -73958.0382240471)
"11069","Caprella mutica","2021-04-15","hunterefs","iNaturalist (research)","https://www.inaturalist.org/observations/74055369",c(-76022.7680098561, -77688.8025507494)
"11070","Caprella mutica","2021-04-10","hunterefs","iNaturalist (research)","https://www.inaturalist.org/observations/73514977",c(-48373.7680423524, -92871.66424405)
"11071","Caprella mutica","2021-03-28","ipat","iNaturalist (research)","https://www.inaturalist.org/observations/72365645",c(-92805.8764280701, -100108.435330364)
"11072","Caprella mutica","2018-08-15","cleanthesea","iNaturalist (research)","https://www.inaturalist.org/observations/15459504",c(-40889.3988848822, -73147.5310228526)
"11073","Caprella mutica","2013-08-05","kevinckma","iNaturalist (needs_id)","https://www.inaturalist.org/observations/11351238",c(215870.845991884, 109585.15380367)
"11074","Codium fragile","2024-03-13","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/202903770",c(-102857.497356841, -118151.048121712)
"11075","Codium fragile","2023-12-23","laszlocserhazi","iNaturalist (research)","https://www.inaturalist.org/observations/194678468",c(-76363.331204637, -77505.154279876)
"11076","Codium fragile","2023-10-18","dbmcc09","iNaturalist (research)","https://www.inaturalist.org/observations/188584050",c(-76764.1928223611, -88097.2036856016)
"11077","Codium fragile","2023-10-16","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/187812069",c(-123522.924059938, -137171.531113045)
"11078","Codium fragile","2023-10-09","leahdef","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187479444",c(-92770.9835353377, -98585.914885044)
"11079","Codium fragile","2023-10-12","brynnkillins","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187302008",c(-65421.9095760729, -88569.6711321214)
"11080","Codium fragile","2023-10-12","sr997912","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187266764",c(-65170.9556595676, -88877.5552273123)
"11081","Codium fragile","2023-10-12","el719609","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187265515",c(-65162.6677385199, -88876.5712144803)
"11082","Codium fragile","2023-10-12","maiabaxter","iNaturalist (needs_id)","https://www.inaturalist.org/observations/187263371",c(-65167.6082356075, -88879.7535741122)
"11083","Codium fragile","2023-10-06","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/186522236",c(-83155.8356606199, -90918.6487420416)
"11084","Codium fragile","2023-09-29","cassidybest","iNaturalist (research)","https://www.inaturalist.org/observations/186332732",c(248256.562250453, 95672.9105593566)
"11085","Codium fragile","2023-09-29","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/186092497",c(-123377.830565908, -137107.845625661)
"11086","Codium fragile","2023-09-23","ashlea03","iNaturalist (research)","https://www.inaturalist.org/observations/184795940",c(-139426.603158612, -160830.182998385)
"11087","Codium fragile","2023-09-11","belyykit","iNaturalist (research)","https://www.inaturalist.org/observations/183296446",c(-36714.9730829392, -75324.6122777394)
"11088","Codium fragile","2023-09-13","cadllmn","iNaturalist (research)","https://www.inaturalist.org/observations/183087844",c(-43349.8706780505, 139840.772920849)
"11089","Codium fragile","2022-07-27","ryanhodnett","iNaturalist (needs_id)","https://www.inaturalist.org/observations/182807727",c(137422.710945363, -10948.7238294905)
"11090","Codium fragile","2022-07-27","ryanhodnett","iNaturalist (needs_id)","https://www.inaturalist.org/observations/182791221",c(137163.398486814, -11195.1770916188)
"11091","Codium fragile","2022-07-27","ryanhodnett","iNaturalist (needs_id)","https://www.inaturalist.org/observations/182782295",c(137080.868080279, -11354.6118834808)
"11092","Codium fragile","2023-09-09","lexyreinhardt","iNaturalist (needs_id)","https://www.inaturalist.org/observations/182547347",c(163644.555944238, 156225.273905766)
"11093","Codium fragile","2023-09-08","wild_nettle","iNaturalist (needs_id)","https://www.inaturalist.org/observations/182450746",c(-94485.828620579, -114998.681431742)
"11094","Codium fragile","2023-09-06","kristinpiston","iNaturalist (research)","https://www.inaturalist.org/observations/182106886",c(31383.5053689561, 128522.286430258)
"11095","Codium fragile","2023-08-27","morekari","iNaturalist (research)","https://www.inaturalist.org/observations/180849429",c(1337.84717151053, 55276.2603975863)
"11096","Codium fragile","2023-08-18","letsgo80","iNaturalist (research)","https://www.inaturalist.org/observations/179577402",c(-44098.8571953217, 140384.486247771)
"11097","Codium fragile","2023-08-20","hemlockdragon","iNaturalist (research)","https://www.inaturalist.org/observations/179377457",c(-69346.5536222154, -71452.3286824568)
"11098","Codium fragile","2023-08-07","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/177275587",c(-55625.3825953476, 1743.15303244256)
"11099","Codium fragile","2023-08-07","angelamac","iNaturalist (research)","https://www.inaturalist.org/observations/177222221",c(100462.387178639, -25351.8366345357)
"11100","Codium fragile","2023-08-04","beachrock","iNaturalist (research)","https://www.inaturalist.org/observations/176754755",c(-130966.424146004, -146820.874533625)
"11101","Codium fragile","2023-07-30","velvetleaf","iNaturalist (needs_id)","https://www.inaturalist.org/observations/175801487",c(45541.1497696824, 40263.4701631228)
"11102","Codium fragile","2023-07-13","angelamac","iNaturalist (research)","https://www.inaturalist.org/observations/172710769",c(100417.874139361, -25383.4113923584)
"11103","Codium fragile","2023-07-07","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/172382807",c(-203955.771825287, -206939.106614652)
"11104","Codium fragile","2023-07-10","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/172353537",c(-138721.980385787, -160137.869496289)
"11105","Codium fragile","2023-07-08","jcooper","iNaturalist (research)","https://www.inaturalist.org/observations/172253708",c(124977.020973881, 87712.1290068975)
"11106","Codium fragile","2022-09-25","jkhan123","iNaturalist (research)","https://www.inaturalist.org/observations/171026548",c(-31042.8332282921, -76928.3506924148)
"11107","Codium fragile","2023-06-24","simonryder-burbidge","iNaturalist (research)","https://www.inaturalist.org/observations/169249179",c(-66436.0530467075, -73725.4772127935)
"11108","Codium fragile","2023-06-22","mr355341","iNaturalist (research)","https://www.inaturalist.org/observations/168998404",c(-48379.9216615049, -92916.1221196371)
"11109","Codium fragile","2023-06-17","djringer","iNaturalist (research)","https://www.inaturalist.org/observations/168378425",c(-166687.514228863, -169192.961257458)
"11110","Codium fragile","2023-06-08","morgan_neu","iNaturalist (research)","https://www.inaturalist.org/observations/166653799",c(-48218.8998304093, -93002.6624360909)
"11111","Codium fragile","2023-06-07","brianna134","iNaturalist (research)","https://www.inaturalist.org/observations/166126532",c(-19157.3245259626, -72875.8016968615)
"11112","Codium fragile","2023-05-17","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/162191416",c(-106721.789905329, -118417.803664669)
"11113","Codium fragile","2023-05-05","ladyslipperz","iNaturalist (research)","https://www.inaturalist.org/observations/160638953",c(-36820.1422453981, -74941.0733628298)
"11114","Codium fragile","2023-05-07","mr355341","iNaturalist (research)","https://www.inaturalist.org/observations/160561223",c(-75704.6877814532, -79468.8555463123)
"11115","Codium fragile","2023-05-07","meghanmcmorris","iNaturalist (research)","https://www.inaturalist.org/observations/160380861",c(2142.59845400943, -67058.0335234793)
"11116","Codium fragile","2023-04-30","donaldk","iNaturalist (research)","https://www.inaturalist.org/observations/160166103",c(-21562.2250956362, -72864.8258674071)
"11117","Codium fragile","2023-04-30","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/159839116",c(-21733.9917832851, -72817.4978318373)
"11118","Codium fragile","2023-04-30","lobster_13_","iNaturalist (research)","https://www.inaturalist.org/observations/158119207",c(-3211.68933203808, -67824.0570158212)
"11119","Codium fragile","2023-04-29","abenne03","iNaturalist (research)","https://www.inaturalist.org/observations/157597327",c(-60415.1339796211, 85874.0227259715)
"11120","Codium fragile","2023-04-15","jmckeown","iNaturalist (research)","https://www.inaturalist.org/observations/154962680",c(-36822.6013879794, -75534.1466786166)
"11121","Codium fragile","2023-04-04","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/153616060",c(-31332.2760074874, -76916.6719591868)
"11122","Codium fragile","2023-04-04","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/153616048",c(-31320.4848407104, -76849.0955167753)
"11123","Codium fragile","2023-03-25","botanybeag","iNaturalist (research)","https://www.inaturalist.org/observations/152296978",c(-31077.1791751748, -76882.4436091322)
"11124","Codium fragile","2023-01-22","melissaristow","iNaturalist (research)","https://www.inaturalist.org/observations/147123360",c(-107168.749190706, -121711.45070525)
"11125","Codium fragile","2023-01-08","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/146150856",c(-123050.166781137, -136613.665477088)
"11126","Codium fragile","2022-12-30","diozak","iNaturalist (research)","https://www.inaturalist.org/observations/145444034",c(-84455.9837695233, -93699.6007445428)
"11127","Codium fragile","2022-12-28","spenner","iNaturalist (research)","https://www.inaturalist.org/observations/145304648",c(-41253.4046580728, -93159.7732991827)
"11128","Codium fragile","2022-02-04","botanybeag","iNaturalist (research)","https://www.inaturalist.org/observations/144859834",c(-65058.7556640867, -88875.6026831467)
"11129","Codium fragile","2022-12-05","livandrews","iNaturalist (research)","https://www.inaturalist.org/observations/143721749",c(-21007.8758784299, -72870.1973206889)
"11130","Codium fragile","2022-11-11","avens3","iNaturalist (research)","https://www.inaturalist.org/observations/141714665",c(-66426.1827510005, -75437.6280414632)
"11131","Codium fragile","2022-11-06","hhaughn","iNaturalist (research)","https://www.inaturalist.org/observations/141276726",c(-100854.082558082, -113796.751616245)
"11132","Codium fragile","2022-10-23","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/139787332",c(-106032.371956529, -117937.120354484)
"11133","Codium fragile","2022-10-20","mr355341","iNaturalist (research)","https://www.inaturalist.org/observations/139487744",c(-76190.2251421695, -79003.5679749191)
"11134","Codium fragile","2022-10-17","erpitman","iNaturalist (research)","https://www.inaturalist.org/observations/139118079",c(-41577.4113832628, -93831.0606002454)
"11135","Codium fragile","2022-10-10","ipat","iNaturalist (research)","https://www.inaturalist.org/observations/138525845",c(-126537.993826889, -144393.972946149)
"11136","Codium fragile","2022-10-06","maria_jose192","iNaturalist (research)","https://www.inaturalist.org/observations/138291051",c(-21910.6735507103, -72783.8438243996)
"11137","Codium fragile","2022-10-09","sandranovascotia","iNaturalist (research)","https://www.inaturalist.org/observations/138160510",c(-131388.176255216, -147203.024435257)
"11138","Codium fragile","2022-09-30","rosemarycurley","iNaturalist (research)","https://www.inaturalist.org/observations/137707861",c(-47628.0657905283, 135058.660849159)
"11139","Codium fragile","2022-09-30","jeffwhite","iNaturalist (research)","https://www.inaturalist.org/observations/137076136",c(-60786.3223615419, 85591.1825723429)
"11140","Codium fragile","2022-09-25","nickbelliveau","iNaturalist (research)","https://www.inaturalist.org/observations/136717247",c(-31305.6966841561, -76844.4130374973)
"11141","Codium fragile","2022-09-25","wendyraccoon","iNaturalist (research)","https://www.inaturalist.org/observations/136631642",c(-157169.436613027, -175787.439267706)
"11142","Codium fragile","2022-09-24","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/136350172",c(-134006.854555062, -148224.171929847)
"11143","Codium fragile","2022-09-21","abenne03","iNaturalist (research)","https://www.inaturalist.org/observations/136113922",c(-60661.7794077232, 85698.0074208175)
"11144","Codium fragile","2022-09-16","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/135306644",c(-128393.725596763, -144435.800555867)
"11145","Codium fragile","2022-09-11","rhys_birder","iNaturalist (research)","https://www.inaturalist.org/observations/135200437",c(-80627.4609107724, 98635.303946289)
"11146","Codium fragile","2022-09-08","judithallanson","iNaturalist (research)","https://www.inaturalist.org/observations/134168916",c(-102817.342266555, -118180.012421018)
"11147","Codium fragile","2022-09-07","mantis2","iNaturalist (research)","https://www.inaturalist.org/observations/134102301",c(-46022.697138435, 140265.979350824)
"11148","Codium fragile","2022-09-03","alexis_orion","iNaturalist (research)","https://www.inaturalist.org/observations/133919462",c(-71208.8470114201, -71826.1437085377)
"11149","Codium fragile","2022-09-03","alexis_orion","iNaturalist (research)","https://www.inaturalist.org/observations/133919450",c(-71000.5458345866, -71842.6183652849)
"11150","Codium fragile","2022-09-02","naomimartineau","iNaturalist (research)","https://www.inaturalist.org/observations/133358761",c(-41290.5371268147, -93164.7486403591)
"11151","Codium fragile","2022-08-28","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/132703962",c(25249.2146834387, 51480.5919736694)
"11152","Codium fragile","2022-08-27","alexis_orion","iNaturalist (research)","https://www.inaturalist.org/observations/132684666",c(-55187.8968422143, -91851.2875660262)
"11153","Codium fragile","2022-08-26","alexis_orion","iNaturalist (research)","https://www.inaturalist.org/observations/132599213",c(-71124.9458597764, -71823.496923016)
"11154","Codium fragile","2022-08-21","trash_star","iNaturalist (research)","https://www.inaturalist.org/observations/132257439",c(-76861.1035736853, -88250.8774135732)
"11155","Codium fragile","2022-08-21","trash_star","iNaturalist (research)","https://www.inaturalist.org/observations/132257434",c(-76862.7754685241, -88248.9154706733)
"11156","Codium fragile","2022-08-10","renee_mq","iNaturalist (research)","https://www.inaturalist.org/observations/130296869",c(-36028.3003459299, -71254.8395874293)
"11157","Codium fragile","2022-08-06","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/129755049",c(-131256.274415302, -147014.069378654)
"11158","Codium fragile","2022-08-03","miss_mermaid","iNaturalist (research)","https://www.inaturalist.org/observations/129543377",c(-81030.701188188, 99151.4274171935)
"11159","Codium fragile","2022-08-03","andrewdarcy","iNaturalist (research)","https://www.inaturalist.org/observations/129339066",c(-81032.3430720275, 99094.5671736715)
"11160","Codium fragile","2022-08-01","hcray","iNaturalist (research)","https://www.inaturalist.org/observations/129007747",c(-143720.058854292, -162385.254004195)
"11161","Codium fragile","2022-07-27","livandrews","iNaturalist (research)","https://www.inaturalist.org/observations/128287468",c(-40778.8947657455, 140245.557800002)
"11162","Codium fragile","2022-07-16","stockfalcon","iNaturalist (research)","https://www.inaturalist.org/observations/127749832",c(75464.8547096042, -47743.4095022992)
"11163","Codium fragile","2022-07-23","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/127667552",c(-123107.598728423, -136494.507385383)
"11164","Codium fragile","2022-07-23","markbre","iNaturalist (research)","https://www.inaturalist.org/observations/127528560",c(27098.5574197252, -63437.6061184863)
"11165","Codium fragile","2022-07-13","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/126195151",c(-122826.652529197, -136517.065227106)
"11166","Codium fragile","2022-07-11","toochill","iNaturalist (research)","https://www.inaturalist.org/observations/126020325",c(-60181.7112207193, -76234.3219399249)
"11167","Codium fragile","2022-07-10","wendyraccoon","iNaturalist (research)","https://www.inaturalist.org/observations/125699215",c(-157890.809358785, -175338.799143863)
"11168","Codium fragile","2022-07-01","allison300","iNaturalist (research)","https://www.inaturalist.org/observations/124292101",c(33734.0994080267, 61393.9297754108)
"11169","Codium fragile","2022-06-27","abenne03","iNaturalist (research)","https://www.inaturalist.org/observations/123699278",c(-60588.8054188456, 85751.8599363315)
"11170","Codium fragile","2022-06-25","jaegerpilot","iNaturalist (research)","https://www.inaturalist.org/observations/123437161",c(-144833.313081465, -157613.964033941)
"11171","Codium fragile","2021-12-02","dkmcrae","iNaturalist (research)","https://www.inaturalist.org/observations/122524499",c(60631.5859822274, 131760.543491049)
"11172","Codium fragile","2022-06-13","cherylhellcat","iNaturalist (research)","https://www.inaturalist.org/observations/122292586",c(-46995.8550029383, -82070.5277317766)
"11173","Codium fragile","2022-06-11","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/121644021",c(-203662.171719514, -206371.447784418)
"11174","Codium fragile","2022-06-11","kevin367","iNaturalist (research)","https://www.inaturalist.org/observations/121249835",c(-66400.493163056, -73750.882643542)
"11175","Codium fragile","2022-06-10","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/121168466",c(-181632.190381917, -186159.503068661)
"11176","Codium fragile","2022-06-06","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/120548581",c(-21792.999796231, -72852.5689335493)
"11177","Codium fragile","2022-06-05","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/120409713",c(-31077.8256803755, -76926.6697401524)
"11178","Codium fragile","2022-05-23","abklouman","iNaturalist (research)","https://www.inaturalist.org/observations/118697574",c(-92851.566110798, -98575.5709371659)
"11179","Codium fragile","2022-05-21","erinef","iNaturalist (research)","https://www.inaturalist.org/observations/118073061",c(-41242.2631304859, -93123.3312745799)
"11180","Codium fragile","2022-05-01","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/116060049",c(-21833.5189430134, -72795.8961931728)
"11181","Codium fragile","2022-05-05","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/115542688",c(-122912.904166106, -136447.783104218)
"11182","Codium fragile","2022-05-02","sybil7","iNaturalist (research)","https://www.inaturalist.org/observations/115268589",c(-28023.9246996807, -78698.4767113604)
"11183","Codium fragile","2022-04-30","nickbelliveau","iNaturalist (research)","https://www.inaturalist.org/observations/114433832",c(-31150.7798370825, -76839.2062741519)
"11184","Codium fragile","2022-04-30","nickbelliveau","iNaturalist (research)","https://www.inaturalist.org/observations/114433808",c(-31150.7798370825, -76839.2062741519)
