"","scientificName","eventDate","author","provenance","url","geometry"
"146","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-90451.0999128225, -84036.2699909486)
"147","Carcinus maenas","2006-09-19","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(128201.927746704, 88302.282672237)
"148","Botryllus schlosseri","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-16212.2528479167, 128527.844412549)
"149","Carcinus maenas","2007-06-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(29016.0238476966, 41143.1071186433)
"150","Carcinus maenas","2005-06-23","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40274.2257344047, 99887.3876249441)
"151","Carcinus maenas","2005-07-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75957.14391348, 120816.399205694)
"152","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-220793.987662483, -171376.091751633)
"153","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-44688.7579464983, 61884.536115106)
"154","Carcinus maenas","2011-06-13","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43572.01382171, 80504.8217292562)
"155","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(35506.6164741093, 96482.9235037803)
"156","Ascidiella aspersa",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-98316.8540752157, -103549.580840076)
"157","Carcinus maenas","2009-08-19","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(29016.0238476966, 41143.1071186433)
"158","Carcinus maenas","2011-06-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43801.8353392656, 96098.6534274036)
"159","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(131118.1855508, 87264.1221023003)
"160","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-95800.0827444552, -81550.7475468927)
"161","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(157621.414394884, 140779.30901683)
"162","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-98200.2102504596, -97599.3077300387)
"163","Carcinus maenas","2009-08-04","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-3704.88565717121, 103469.192484939)
"164","Carcinus maenas","2014-07-09","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(14910.9628918689, 84296.2334784741)
"165","Carcinus maenas","2022-08-05T00:00:00Z",NA,"OBIS","https://obis.org/dataset/a9624ba0-d7cc-4e60-bfd9-ce40817fdbc6",c(-223883.474173877, -5211.73828189442)
"166","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42622.6003864293, 97122.1686982842)
"167","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-182787.594976306, -190440.529266589)
"168","Carcinus maenas","2011-07-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-16991.2675122651, 48398.7656866308)
"169","Carcinus maenas","2010-07-20","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(127158.595377014, 87756.6168600355)
"170","Carcinus maenas","2010-08-19","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(93620.825573459, 43409.8989240592)
"171","Carcinus maenas","2014-07-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(34831.9623197873, 36059.8951839206)
"172","Carcinus maenas","2014-09-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-56052.5605573202, 96386.0560941988)
"173","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(130590.71033457, 87075.2045468508)
"174","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-191674.693217078, -197327.145489675)
"175","Carcinus maenas","2006-08-31","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(76203.7606960495, 121008.485795009)
"176","Codium fragile subsp. fragile",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-52904.6374079982, 92767.1388935856)
"177","Botrylloides violaceus","2018-10-05","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-111453.725833372, 104080.360784956)
"178","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-90451.0999128225, -84036.2699909486)
"179","Carcinus maenas","2013-07-30","GFC","OBIS","https://obis.org/dataset/3423c536-23ac-4fbf-9633-97cc911778d3",c(-76587.6116373381, 111056.537228238)
"180","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-210723.235525232, -197428.923938578)
"181","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42943.6772879273, 102271.882477288)
"182","Carcinus maenas","2006-08-15","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(27936.49196822, 41817.4045220471)
"183","Carcinus maenas","2009-08-05","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(45357.1507070148, 78846.7347799836)
"184","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(19023.0522007145, -55193.1701127685)
"185","Botrylloides violaceus","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-52731.247770174, 121204.813554677)
"186","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(38561.0223595742, 103452.224374715)
"187","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-43747.7345970171, 60665.6193681859)
"188","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(31510.3919782249, 42359.8805205268)
"189","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-178922.404603039, -168864.918468755)
"190","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-47185.2175831303, 135853.227516432)
"191","Carcinus maenas","2008-05","St. Francis Xavier University","OBIS","https://obis.org/dataset/51122f08-680a-48a4-9c4f-77033e5e9532",c(137075.985549948, -11532.0471215365)
"192","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(50906.2811640203, 98856.9809137195)
"193","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(40260.1909000996, 97359.7920786977)
"194","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93644.0838603111, 41836.473536158)
"195","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-40569.7644560087, -68541.5076827623)
"196","Carcinus maenas","2014-07-17","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(92781.3373515706, 40580.5748345068)
"197","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(65523.099209132, 116713.465867989)
"198","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-245082.64794752, -118241.632717576)
"199","Botryllus schlosseri","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(79038.1985125896, 130104.204880395)
"200","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-40569.7644560087, -68541.5076827623)
"201","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(166775.874006194, 34288.886497239)
"202","Carcinus maenas","2011-08-24","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(142.393100911031, 105959.299675265)
"203","Carcinus maenas","2007-06-25","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(129351.612482968, 86530.2953345969)
"204","Carcinus maenas","2014-07-02","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-1054.61811270697, 102161.978852289)
"205","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76056.584565773, 120736.039580376)
"206","Botrylloides violaceus","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(20045.7654687794, 125236.00071917)
"207","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(95700.5680154399, 43226.5017787849)
"208","Carcinus maenas","2009-09-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(31851.7421417782, 42621.5970806466)
"209","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43201.4855604015, 99585.4413815413)
"210","Carcinus maenas","2009-07-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(93620.825573459, 43409.8989240592)
"211","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(159122.502157529, 146342.557320887)
"212","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76056.584565773, 120736.039580376)
"213","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-205221.433695079, -202893.292350877)
"214","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(201084.001576874, 181452.834554042)
"215","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-247989.015766166, -95527.4878977981)
"216","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(35506.6164741093, 96482.9235037803)
"217","Carcinus maenas","2010-09-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-6856.72355710263, 51218.3008840843)
"218","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(35506.6164741093, 96482.9235037803)
"219","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-93453.5160958225, -100303.479956246)
"220","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(35438.8321342872, 96454.7550212688)
"221","Carcinus maenas","2004-07-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(130418.107466316, 87179.3978921298)
"222","Carcinus maenas","2010-06-03","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(63449.3917071087, 117717.712017899)
"223","Carcinus maenas","2014-08-14","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(63449.3917071087, 117717.712017899)
"224","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(95700.5680154399, 43226.5017787849)
"225","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(40273.1627047821, 99884.7136402991)
"226","Carcinus maenas","2009-07-20","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(159141.410900362, 146343.378754165)
"227","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(14910.9636897925, 84295.9001186631)
"228","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42680.4992204591, 102178.94176365)
"229","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-188467.117874187, -191945.896218386)
"230","Carcinus maenas","2014-06-12","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-97518.9044746554, 102482.190707051)
"231","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(65380.2277968745, 117124.28810862)
"232","Carcinus maenas","2009-09-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-15952.4037492703, 52555.1778849308)
"233","Carcinus maenas","2010-10-09","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40247.3340556403, 99893.1032264945)
"234","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76140.9083722493, 120759.304617948)
"235","Carcinus maenas","2009-07-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-49652.0098063012, 61365.2943297511)
"236","Carcinus maenas","2005-08-25","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40247.3340556403, 99893.1032264945)
"237","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(31510.3919782249, 42359.8805205268)
"238","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-220793.987662483, -171376.091751633)
"239","Carcinus maenas","2009-06-05","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-58212.8517735417, 122276.752561222)
"240","Carcinus maenas","2005-09-09","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(95690.9174247968, 43297.4708621779)
"241","Carcinus maenas","2011-07-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(131064.62074013, 87335.5723983267)
"242","Carcinus maenas","2006-09-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(95690.9174247968, 43297.4708621779)
"243","Carcinus maenas","2005-08-12","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(92781.3373515706, 40580.5748345068)
"244","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-180587.854649607, -177385.385263503)
"245","Botryllus schlosseri","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-52720.1951906647, 121148.037820384)
"246","Carcinus maenas","2010-08-04","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-24848.3270013542, 99647.0760178257)
"247","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-52124.4572425526, 93027.2591767378)
"248","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(219921.689532102, 104647.790527966)
"249","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-45736.2044964596, 105403.494351285)
"250","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43571.7839338011, 80504.4867579338)
"251","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(75804.0904299939, 121255.323243079)
"252","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(44221.5348494175, 96246.5349188483)
"253","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(63119.0641652251, 117813.253250127)
"254","Carcinus maenas","2010-09-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-251.290924941743, 54668.1655068773)
"255","Botrylloides violaceus","2018-10-01","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-46351.0243416031, 105050.208810395)
"256","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(166858.259547225, 24712.885950261)
"257","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-95743.3280355283, -85774.7329519733)
"258","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42992.5005429747, 98336.0147647968)
"259","Carcinus maenas","2014-06-17","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-6856.72355710263, 51218.3008840843)
"260","Carcinus maenas","2006-06-10","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(93620.825573459, 43409.8989240592)
